rumi	jawi
terpelosok	ترڤلوسوق
pelosot	ڤلوسوت
terpelosot	ترڤلوسوت
pelpolisi	ڤيلڤوليسي
peluang	ڤلواڠ
berpeluang	برڤلواڠ
peluh	ڤلوه
berpeluh	برڤلوه
berpeluh-peluh	برڤلوه-ڤلوه
perpeluhan	ڤرڤلوهن
peluit	ڤلوءيت
peluk	ڤلوق
berpeluk	برڤلوق
berpeluk-pelukan	برڤلوق-ڤلوڤن
berpelukan	برڤلوقن
dipeluk	دڤلوق
memeluk	مملوق
pelukan	ڤلوقن
pemeluk	ڤملوق
sepemeluk	سڤملوق
terpeluk	ترڤلوق
peluluk	ڤلولوق
pelumpong	ڤلومڤوڠ
pelung	ڤلوڠ
pelupuh	ڤلوڤوه
memelupuh	مملوڤوه
pelupuk	ڤلوڤوق
peluru	ڤلورو
peluruh	ڤلوروه
peluwap	ڤلوواڤ
memeluwap	مملوواڤ
memeluwapkan	مملوواڤکن
pemeluwapan	ڤملوواڤن
pelvis	ڤيلۏيس
pemara	ڤمارا
pemarip	ڤماريڤ
pemarit	ڤماريت
pematung	ڤماتوڠ
pembayan	ڤمباين
pemelak	ڤملق
pemendak	ڤمندق
pemengkul	ڤمڠکول
pemeo	ڤميو
pemerintis	ڤمرينتيس
pemimpit	ڤميمڤيت
pemirah	ڤميره
pemiutang	ڤميوتڠ
pempan	ڤمڤن
terpempan	ترڤمڤن
pemparang	ڤمڤارڠ
pempuk	ڤمڤوق
pemuntal	ڤمونتل
pemuras	ڤمورس
pen	ڤين
pena	ڤنا
pena	ڤينا
pena-pena	ڤنا٢
penabas	ڤنابس
penaga	ڤناݢ
penah	ڤنه
penahap	ڤناهڤ
penai	ڤناي
penak	ڤنق
penaka	ڤناک
penakan	ڤناکن
penakawan	ڤناکاون
penalti	ڤينلتي
penalu	ڤنالو
penampan	ڤنمڤن
penanggah	ڤنڠݢه
penanggalan	ڤنڠݢلن
penanjung	ڤننجوڠ
penarahan	ڤنارهن
penaram	ڤنارم
penat	ڤنت
berpenat-penat	برڤنت-ڤنت
kepenatan	کڤنتن
memenatkan	ممنتکن
penataran	ڤناتاترن
penatu	ڤناتو
penatuh	ڤناتوه
penawar	ڤناور
pencak	ڤنچق
berpencak	برڤنچق
memencak	ممنچق
memencak-mencak	ممنچق-منچق
pencalak	ڤنچالق
pencalang	ڤنچالڠ
pencaluk	ڤنچالوق
pencar	ڤنچر
berpencar	برڤنچر
berpencaran	برڤنچرن
berpencar-pencar	برڤنچر-ڤنچر
dipencarkan	دڤنچرکن
memencar	ممنچر
memencarkan	ممنچرکن
memencar-mencar	ممنچر-منچر
pemencaran	ڤمنچرن
terpencar	ترڤنچر
pencaus	ڤنچاءوس
pencen	ڤينچين
berpencen	برڤينچين
dipencenkan	دڤينچينکن
memencenkan	ممينچينکن
pencet	ڤينچيت
memencet	ممينچيت
pencil	ڤنچيل
dipencilkan	دڤنچيلکن
kepencilan	کڤنچيلن
keterpencilan	کترڤنچيلن
memencil	ممنچيل
memencilkan	ممنچيلکن
pemencilan	ڤمنچيلن
terpencil	ترڤنچيل
pencolam	ڤنچولم
pencoleng	ڤنچوليڠ
pencong	ڤينچوڠ
dipencongkan	دڤينچوڠکن
kepencongan	کڤينچوڠن
memencongkan	ممينچوڠکن
pencong-mencong	ڤينچوڠ-مينچوڠ
pencuk	ڤنچوق
pendaga	ڤنداݢ
pendam	ڤندم
dipendam	دڤندم
dipendamkan	دڤندمکن
memendam	ممندم
memendamkan	ممندمکن
pendaman	ڤندمن
terpendam	ترڤندم
pendap	ڤندڤ
berpendap	برڤندڤ
dipendap	دڤندڤ
memendap	ممندڤ
terpendap	ترڤندڤ
pendapa	ڤنداڤ
pendapun	ڤنداڤون
pendar	ڤندر
berpendar	برڤندر
berpendar-pendar	برڤندر-ڤندر
memendar-mendarkan	مميندر-ميندرکن
pendaram	ڤندارم
pendarcahaya	ڤندرچهاي
pendarflour	ڤندرفلور
pendaringan	ڤنداريڠن
pendawa	ڤنداوا
pendek	ڤينديق
dipendekkan	دڤينديقکن
kependekan	کڤينديقن
memendek	ممينديق
memendekkan	ممينديقکن
pemendekan	ڤمينديقن
sependek	سڤينديق
terpendek	ترڤينديق
kependekaran	کڤنديکرن
pendendang	ڤندندڠ
pendeta	ڤنديتا
kependetaan	کڤنديتاءن
pending	ڤنديڠ
pendipun	ڤنديڤون
penduk	ڤندوق
pendulum	ڤيندولوم
pendopo	ڤندوڤو
penembahan	ڤنمباهن
penes	ڤينيس
pengalan	ڤڠلن
penganan	ڤڠانن
pengang	ڤڠڠ
pengantin	ڤڠنتين
berpengantin	برڤڠنتين
pengap	ڤڠڤ
berpengap	برڤڠڤ
dipengap	دڤڠڤ
dipengapkan	دڤڠڤکن
memengap	ممڠڤ
memengapkan	ممڠڤکن
terpengap	ترڤڠڤ
pengapuh	ڤڠاڤوه
pengar	ڤڠر
berpengaruh	برڤڠاروه
dipengaruhi	دڤڠاروهي
mempengaruhi	ممڤڠاروهي
pengaruh-mempengaruhi	ڤڠاروه-ممڤڠاروهي
terpengaruh	ترڤڠاروه
pengat	ڤڠت
dipengat	دڤڠت
memengat	ممڠت
pengatu	ڤڠاتو
pengawinan	ڤڠاوينن
pengembar	ڤڠمبر
pengeng	ڤڠڠ
pengerawan	ڤڠراون
pengerek	ڤڠيريق
pengerih	ڤڠريه
pengestu	ڤڠستو
penget	ڤيڠيت
dipenget-penget	دڤيڠيت-ڤيڠيت
memenget-menget	مميڠيت-ميڠيت
pengga	ڤڠݢ
penggaga	ڤڠݢاݢ
penggah	ڤڠݢه
penggal	ڤڠݢل
berpenggalan	برڤڠݢلن
berpenggal-penggal	برڤڠݢل-ڤڠݢل
dipenggal	دڤڠݢل
memenggal	ممڠݢل
pemenggal	ڤمڠݢل
pemenggalan	ڤمڠݢلن
penggalan	ڤڠݢلن
sepenggal	سڤڠݢل
terpenggal	ترڤڠݢل
penggang	ڤڠݢڠ
penggar	ڤڠݢر
penggawa	ڤڠݢاوا
penggehi	ڤڠݢهي
pengguling	ڤڠݢوليڠ
penghulu	ڤڠهولو
berpenghulukan	برڤڠهولوکن
pengilar	ڤڠيلر
pengilau	ڤڠيلاو
pengilir	ڤڠيلير
pengiran	ڤڠيرن
pengit	ڤڠيت
memengit	ممڠيت
pengkal	ڤيڠکل
pengkar	ڤيڠکر
pengki	ڤڠکي
pengkilai	ڤڠکيلاي
pengkis	ڤڠکيس
pengkol	ڤيڠکول
memengkol	مميڠکول
pengkolan	ڤيڠکولن
pengkor	ڤيڠکور
pengluru	ڤڠلورو
pengorak	ڤڠورق
pengsan	ڤيڠسن
terpengsan	ترڤيڠسن
penguin	ڤيڠݢوءين
pengulun	ڤڠولون
peni	ڤيني
peniaram	ڤنيارم
peniat	ڤنيات
peniau	ڤنياو
pening	ڤنيڠ
kepeningan	کڤنيڠن
memeningkan	ممنيڠکن
pening-pening	ڤنيڠ٢
penisilin	ڤينيسيلين
peniti	ڤنيتي
penjan	ڤنجن
memenjan	ممنجن
penjara	ڤنجارا
dipenjara	دڤنجارا
dipenjarakan	دڤنجاراکن
kepenjaraan	کڤنجاراءن
memenjara	ممنجارا
memenjarai	ممنجاراءي
memenjarakan	ممنجاراکن
pemenjaraan	ڤمنجاراءن
sepenjara	سڤنجارا
terpenjara	ترڤنجارا
penjong	ڤينجوڠ
penjul	ڤنجول
penjurit	ڤنجوريت
pepenjuru	ڤڤنجورو
penologi	ڤينولوݢي
penomah	ڤنومه
pensel	ڤينسيل
pensi	ڤينسي
pensiun	ڤينسيون
dipensiun	دڤينسيون
dipensiunkan	دڤينسيونکن
pensiunan	ڤينسيونن
pentagon	ڤينتاݢون
pental	ڤنتل
terpental	ترڤنتل
pentameter	ڤينتاميتر
pentan	ڤنتن
pentang	ڤنتڠ
mementang	ممنتڠ
terpentang	ترڤنتڠ
pentar	ڤنتر
pentas	ڤنتس
dipentaskan	دڤنتسکن
mementaskan	ممنتسکن
pementasan	ڤمنتسن
pentatlon	ڤينتتلون
pentil	ڤنتيل
pentil	ڤينتيل
mementil	ممنتيل
pentilan	ڤنتيلن
penting	ڤنتيڠ
berkepentingan	برکڤنتيڠن
berpentingan	برڤنتيڠن
dipentingkan	دڤنتيڠکن
kepentingan	کڤنتيڠن
mementingkan	ممنتيڠکن
terpenting	ترڤنتيڠ
pentol	ڤنتول
pentolan	ڤنتولن
pentopan	ڤنتوڤن
pentung	ڤنتوڠ
mementung	ممنتوڠ
pentungan	ڤنتوڠن
penubal	ڤنوبل
penuh	ڤنوه
dipenuhi	دڤنوهي
memenuhi	ممنوهي
memenuhkan	ممنوهکن
sepenuh	سڤنوه
sepenuhnya	سڤنوهڽ
terpenuhi	ترڤنوهي
penujuh	ڤنوجوه
penumbra	ڤينومبرا
penurun	ڤنورون
penyangak	ڤڽاڠق
penyap	ڤڽڤ
dipenyapkan	دڤڽڤکن
memenyapkan	ممڽڤکن
penyau	ڤڽاو
penyek	ڤيڽيق
dipenyekkan	دڤيڽيقکن
memenyakkan	مميڽيقکن
penyet	ڤيڽيت
dipenyetkan	دڤيڽيتکن
memenyet	مميڽيت
terpenyet	ترڤيڽيت
penyok	ڤيڽوق
penyu	ڤڽو
penyucuk	ڤڽوچوق
penyuk	ڤڽوق
penyum	ڤڽوم
peok	ڤيوق
peon	ڤيون
pepah	ڤڤه
dipepah	دڤڤه
memepah	ممڤه
pepai	ڤڤاي
pepak	ڤڤق
dipepak	دڤڤق
memepak	ممڤق
sepepak	سڤڤق
terpepak	ترڤڤق
pepaku	ڤڤاکو
pepanggil	ڤڤڠݢيل
pepara	ڤڤارا
peparam	ڤڤارم
pepare	ڤڤاري
peparu	ڤڤارو
pepas	ڤڤس
memepas	ممڤس
pepasang	ڤڤاسڠ
pepat	ڤڤات
dipepat	دڤڤات
memepat	ممڤات
pepatah	ڤڤاته
berpepatah	برڤڤاته
pepatil	ڤڤاتيل
pepauh	ڤڤاءوه
pepaya	ڤڤايا
pepayang	ڤڤايڠ
pepe	ڤيڤي
pepek	ڤيڤيق
peper	ڤيڤير
memeper	مميڤير
peperai	ڤڤراي
pepermin	ڤڤرمين
pepes	ڤيڤيس
pepesan	ڤيڤيسن
pepet	ڤڤت
pepet	ڤيڤيت
kepepet	کڤيڤيت
memepet	مميڤيت
pepijat	ڤڤيجت
pepina	ڤڤينا
pepinang	ڤڤينڠ
pepindan	ڤڤيندن
pepisak	ڤڤيسق
pepisang	ڤڤيسڠ
pepsin	ڤيڤسين
pepsinogen	ڤيڤسينوݢن
peptida	ڤيڤتيدا
peptidase	ڤيڤتيداسى
pepton	ڤيڤتون
pepuah	ڤڤواه
pepuju	ڤڤوجو
pepulut	ڤڤولوت
pepunden	ڤڤوندين
pepundi	ڤڤوندي
pepura	ڤڤورا
peputut	ڤڤوتوت
pepuyu	ڤڤويو
per	ڤر
perabot	ڤرابوت
perabotan	ڤرابوتن
perabu	ڤرابو
keperabuan	کڤرابوان
perabung	ڤرابوڠ
perabungan	ڤرابوڠن
peracit	ڤراچيت
peracut	ڤراچوت
perada	ڤرادا
peradung	ڤرادوڠ
peragat	ڤراݢت
peragawan	ڤراݢاون
peragawati	ڤراݢاواتي
perah	ڤره
diperah	دڤره
memerah	ممره
memerahkan	ممرهکن
pemerahan	ڤمرهن
perahan	ڤرهن
perahu	ڤراهو
berperahu	برڤراهو
perai	ڤراي
berperai-perai	برڤراي-ڤراي
diperai	دڤراي
memerai	ممراي
peraja	ڤراج
perajurit	ڤراجوريت
keperajuritan	کڤراجوريتن
perak	ڤيرق
keperakan	کڤيرقن
keperak-perakan	کڤيرق-ڤيرقن
perakan	ڤيرقن
peraka	ڤراک
peram	ڤرم
berperam	برڤرم
diperam	دڤرم
memeram	ممرم
pemeraman	ڤمرمن
peraman	ڤرمن
terperam	ترڤرم
perambut	ڤرمبوت
peran	ڤرن
berperanan	برڤرانن
memerankan	ممرانکن
peranan	ڤرانن
seperanan	سڤرانن
perancah	ڤرانچه
perancit	ڤرنچيت
perancut	ڤرنچوت
peranda	ڤرندا
perang	ڤرڠ
perang	ڤيرڠ
perangi	ڤرڠي
perangilah	ڤرڠيله
berperang	برڤرڠ
berperangan	برڤرڠن
diperangi	دڤرڠي
memerangi	ممرڠي
memerangkan	ممرڠکن
memperperangkan	ممڤرڤرڠکن
peperangan	ڤڤرڠن
perang-perangan	ڤرڠ-ڤرڠن
keperangan	کڤيرڠن
keperang-perangan	کڤيرڠ-ڤيرڠن
perangai	ڤراڠاي
berperangai	برڤراڠاي
perangat	ڤراڠت
diperangat	دڤراڠت
memperangat	ممڤراڠت
peranggang	ڤرڠݢڠ
peranggu	ڤرڠݢو
seperanggu	سڤرڠݢو
seperangguan	سڤرڠݢوان
perangkap	ڤرڠکڤ
diperangkap	دڤرڠکڤ
memerangkap	ممرڠکڤ
terperangkap	ترڤرڠکڤ
perani	ڤراني
peranjat	ڤرنجت
keterperanjatan	کترڤرنجتن
memeranjatkan	ممرنجتکن
terperanjat	ترڤرنجت
peranti	ڤرنتي
perantis	ڤرنتيس
keperantisan	کڤرنتيسن
perantisan	ڤرنتيسن
peranyak	ڤراڽق
terperanyak	ترڤراڽق
perap	ڤرڤ
diperap	دڤرڤ
diperapkan	دڤرڤکن
memerap	ممرڤ
memerapkan	ممرڤکن
pemerap	ڤمرڤ
pemerapan	ڤمرڤن
perapan	ڤرڤن
terperap	ترڤرڤ
perapat	ڤراڤت
perapatan	ڤراڤتن
peras	ڤرس
diperas	دڤرس
memeras	ممرس
pemeras	ڤمرس
pemerasan	ڤمرسن
perasan	ڤرسن
perasat	ڤراست
perasman	ڤراسمن
perasukan	ڤراسوقن
perat	ڤرت
perata	ڤرات
perawan	ڤراون
keperawanan	کڤراونن
perawas	ڤراوس
perawis	ڤراويس
perbal	ڤربل
diperbal	دڤربل
perban	ڤربن
memerban	ممربن
perbani	ڤرباني
perbatin	ڤرباتين
perbawa	ڤرباوا
perbegu	ڤربݢو
perca	ڤرچا
percaya	ڤرچاي
berkepercayaan	برکڤرچاياءن
dipercayai	دڤرچاياءي
dipercayakan	دڤرچاياکن
kepercayaan	کڤرچاياءن
ketidakpercayaan	کتيدقڤرچاياءن
mempercayai	ممڤرچاياءي
mempercayakan	ممڤرچاياکن
percaya-mempercayai	ڤرچاي-ممڤرچاياءي
percik	ڤرچيق
berpercikan	برڤرچيقن
dipercikkan	دڤرچيقکن
diperciki	دڤرچيقي
memercik	ممرچيق
memerciki	ممرچيقي
memercikkan	ممرچيقکن
percikan	ڤرچيقن
pemercik	ڤمرچيق
terpercik	ترڤرچيق
percis	ڤرچيس
percit	ڤرچيت
dipercit	دڤرچيت
memercit	ممرچيت
terpercit	ترڤرچيت
percul	ڤرچول
terpercul	ترڤرچول
perdah	ڤرده
perdana	ڤردان
perdata	ڤردات
perdom	ڤردوم
diperdom	دڤردوم
diperdomi	دڤردومي
perdu	ڤردو
berperdu	برڤردو
peredus	ڤردوس
terperedus	ترڤردوس
pereh	ڤيريه
terpereh-pereh	ترڤيريه-ڤيريه
perek	ڤيريق
perekik	ڤريکيق
perem	ڤريم
berperem	برڤريم
memperemkan	ممڤريمکن
perempuan	ڤرمڤوان
keperempuanan	کڤرمڤوانن
perenang	ڤرينڠ
perencah	ڤرنچه
perengat	ڤرڠت
perengau	ڤرڠاو
terperangau	ترڤرڠاو
perenggan	ڤرڠݢن
berperenggankan	برڤرڠݢنکن
memerenggankan	ممرڠݢنکن
pemerengganan	ڤمرڠݢنن
perengkat	ڤريڠکت
perenyak	ڤرڽق
terperenyak	ترڤرڽق
perenyuk	ڤرڽوق
terperenyuk	ترڤرڽوق
perenyup	ڤرڽوڤ
perepat	ڤرڤت
peresih	ڤرسيه
peresuk	ڤرسوق
memeresukkan	ممرسوقکن
terperesuk	ترڤرسوق
perewa	ڤريوا
perewah	ڤريواه
perfeksionis	ڤرفيکسيونيس
perfeksionisme	ڤرفيکسيونيسمى
pergajul	ڤرݢاجول
pergam	ڤرݢم
perganda	ڤرݢندا
pergar	ڤرݢر
pergat	ڤرݢت
pergata	ڤرݢات
pergedel	ڤرݢديل
pergi	ڤرݢي
berpergian	برڤرݢين
kepergian	کڤرݢين
pemergian	ڤمرݢين
pergok	ڤرݢوق
memergoki	ممرݢوقي
terpergok	ترڤرݢوق
pergol	ڤرݢول
dipergol	دڤرݢول
pergola	ڤرݢولا
pergul	ڤرݢول
dipergul	دڤرݢول
perhati	ڤرهاتي
peri	ڤري
berperi	برڤري
berperi-peri	برڤري-ڤري
diperikan	دڤريکن
memerikan	ممريکن
pemeri	ڤمري
pemerian	ڤمرين
seperi-peri	سڤري-ڤري
terperi	ترڤري
terperikan	ترڤريکن
peria	ڤريا
perian	ڤريان
periang	ڤرياڠ
peribadi	ڤريبادي
berkeperibadian	برکڤريبادين
berperibadi	برڤريبادي
keperibadian	کڤريبادين
peribahasa	ڤريبهاس
peribudi	ڤريبودي
peribumi	ڤريبومي
keperibumian	کڤريبومين
memperibumikan	ممڤريبوميکن
peridi	ڤريدي
peridung	ڤريدوڠ
perigi	ڤريݢي
perih	ڤريه
diperihkan	دڤريهکن
keperihan	کڤريهن
memerihkan	ممريهکن
perihal	ڤريحال
keperihalan	کڤريحالن
memerihalkan	ممريحالکن
memperihalkan	ممڤريحالکن
pemerihal	ڤمريحال
pemerihalan	ڤمريحالن
perihalan	ڤريحالن
perihelion	ڤريهيليون
perijih	ڤريجيه
perikardium	ڤيريکرديوم
perikarpa	ڤيريکرڤا
perikemanusiaan	ڤريکماءنسياءن
berperikemanusiaan	برڤريکماءنسياءن
ketidakberperikemanusiaan	کتيدقبرڤريکماءنسياءن
perikondritis	ڤيريکوندريتيس
perikondrium	ڤيريکوندريوم
periksa	ڤريقسا
diperiksa	دڤريقسا
memeriksa	ممريقسا
memeriksai	ممريقساءي
memeriksakan	ممريقساکن
pemeriksa	ڤمريقسا
pemeriksaan	ڤمريقساءن
peperiksaan	ڤڤريقساءن
perilaku	ڤريلاکو
perimeter	ڤيريميتر
perimpin	ڤريمڤين
perimping	ڤريمڤيڠ
perincat	ڤرينچت
perinci	ڤرينچي
diperincikan	دڤرينچيکن
keterperincian	کترڤرينچين
memperincikan	ممڤرينچيکن
pemerincian	ڤمرينچين
perincian	ڤرينچين
terperinci	ترڤرينچي
perincis	ڤرينچيس
memperinciskan	ممڤرينچيسکن
perincisan	ڤرينچيسن
perincit	ڤرينچيت
perindu	ڤريندو
pering	ڤريڠ
peringat	ڤريڠت
peringgitan	ڤريڠݢيتن
peringkat	ڤريڠکت
berperingkat	برڤريڠکت
berperingkat-peringkat	برڤريڠکت-ڤريڠکت
diperingkatkan	دڤريڠکتکن
memeringkatkan	ممريڠکتکن
pemeringkatan	ڤمريڠکتن
perintah	ڤرينته
diperintah	دڤرينته
diperintahkan	دڤرينتهکن
memerintah	ممرينته
memerintahi	ممرينتهي
memerintahkan	ممرينتهکن
pemerintah	ڤمرينته
pemerintahan	ڤمرينتهن
seperintah	سڤرينته
terperintah	ترڤرينته
periode	ڤريودى
periodontik	ڤيريودونتيک
periodontium	ڤيريودونتيوم
periostosis	ڤيريوستوسيس
perirana	ڤريران
perisa	ڤريسا
berperisa	برڤريسا
keperisaan	کڤريساءن
perisai	ڤريساي
berperisai	برڤريساي
berperisaikan	برڤريسايکن
periskop	ڤيريسکوڤ
peristalsis	ڤيريستلسيس
peristiwa	ڤريستيوا
berperistiwa	برڤريستيوا
perit	ڤريت
keperitan	کڤريتن
memeritkan	ممريتکن
peritoneum	ڤيريتونيوم
peritonitis	ڤيريتونيتيس
periuk	ڤريوق
perjaka	ڤرجاک
perji	ڤرجي
perkapita	ڤرکاڤيتا
perkakas	ڤرکاکس
memperkakas	ممڤرکاکس
memperkakaskan	ممڤرکاکسکن
perkakasan	ڤرکاکسن
perkara	ڤرکارا
berperkara	برڤرکارا
memperkarai	ممڤرکاراءي
memperkarakan	ممڤرکاراکن
seperkara	سڤرکارا
perkasa	ڤرکاس
keperkasaan	کڤرکاساءن
memperkasakan	ممڤرکاساکن
pemerkasaan	ڤمرکاساءن
perkosa	ڤرکوسا
diperkosa	دڤرکوسا
diperkosai	دڤرکوساءي
memperkosa	ممڤرکوسا
memperkosai	ممڤرکوساءي
memperkosakan	ممڤرکوساکن
pemerkosa	ڤمرکوسا
pemerkosaan	ڤمرکوساءن
perkosaan	ڤرکوساءن
perkusi	ڤرکوسي
perkutut	ڤرکوتوت
perlah	ڤرله
perlahan	ڤرلاهن
diperlahankan	دڤرلاهنکن
memperlahankan	ممڤرلاهنکن
perlahan-lahan	ڤرلاهن-لاهن
perlak	ڤرلق
perlan	ڤرلن
memerlan	ممرلن
perlang	ڤرلڠ
perleng	ڤرليڠ
perlente	ڤرلينتي
perlenteh	ڤرلينتيه
diperlenteh	دڤرلينتيه
perli	ڤرلي
diperli	دڤرلي
memerli	ممرلي
memperli	ممڤرلي
memperlikan	ممڤرليکن
perlian	ڤرلين
perlina	ڤرلينا
perling	ڤرليڠ
terperling	ترڤرليڠ
perlip	ڤرليڤ
perlip-perlipan	ڤرليڤ-ڤرليڤن
perlop	ڤرلوڤ
perlu	ڤرلو
diperlukan	دڤرلوکن
keperluan	کڤرلوان
memerlukan	ممرلوکن
perlu-memerlukan	ڤرلو-ممرلوکن
perlung	ڤرلوڠ
perlup	ڤرلوڤ
perlus	ڤرلوس
terperlus	ترڤرلوس
permafros	ڤرمافروس
permai	ڤرماي
kepermaian	کڤرماين
permaidani	ڤرمايداني
permaisura	ڤرمايسورا
permaisuri	ڤرمايسوري
permana	ڤرمان
terpermanai	ترڤرماناءي
permanganat	ڤرمنݢانت
permanganik	ڤرمنݢانيک
permasan	ڤرماسن
permata	ڤرمات
berpermata	برڤرمات
permen	ڤرمين
permil	ڤرميل
permisi	ڤرميسي
mempermisikan	ممڤرميسيکن
permisif	ڤرميسيف
permit	ڤرميت
berpermit	برڤرميت
pernah	ڤرنه
perni	ڤرني
pernik	ڤرنيق
pernis	ڤرنيس
dipernis	دڤرنيس
perogok	ڤروݢوق
terperogok	ترڤروݢوق
perohong	ڤروهوڠ
terperohong	ترڤروهوڠ
peroi	ڤروي
diperoikan	دڤرويکن
keperoian	کڤروين
memeroikan	ممرويکن
peroksida	ڤروکسيدا
peroman	ڤرومن
peron	ڤيرون
perongo	ڤروڠو
terperongo	ترڤروڠو
peronyok	ڤروڽوق
diperonyok	دڤروڽوق
diperonyokkan	دڤروڽوقکن
memperonyok	ممڤروڽوق
memperonyokkan	ممڤروڽوقکن
terperonyok	ترڤروڽوق
perop	ڤروڤ
peropok	ڤروڤوق
peropong	ڤروڤوڠ
perosok	ڤروسوق
terperosok	ترڤروسوق
perosoma	ڤروسوما
perot	ڤيروت
perpatih	ڤرڤاتيه
perponding	ڤرڤونديڠ
pers	ڤرس
persada	ڤرسادا
persangga	ڤرسڠݢ
perse	ڤرس-ي
persegi	ڤرسݢي
persekot	ڤرسکوت
memersekoti	ممرسکوتي
mempersekoti	ممڤرسکوتي
persen	ڤرسين
memerseni	ممرسيني
memersenkan	ممرسينکن
persenan	ڤرسينن
persenan	ڤرسينن
perseneling	ڤرسنيليڠ
persepsi	ڤرسيڤسي
mempersepsi	ممڤرسيڤسي
perseptif	ڤرسيڤتيف
persero	ڤرسيرو
persetua	ڤرستوا
persih	ڤرسيه
persil	ڤرسيل
terpersil	ترڤرسيل
persis	ڤرسيس
kepersisan	کڤرسيسن
perslah	ڤرسله
persona	ڤرسونا
personagrata	ڤرسوناݢراتا
personal	ڤرسونل
personalia	ڤرسوناليا
personaliti	ڤرسوناليتي
personanongrata	ڤرسونانونݢراتا
personel	ڤرسونيل
pesonifikasi	ڤرسونيفيکاسي
dipersonifikasikan	دڤرسونيفيکاسيکن
mempersonifikasikan	ممڤرسونيفيکاسيکن
perspektif	ڤرسڤيکتيف
perspirasi	ڤرسڤيراسي
persuasif	ڤرسواسيف
pertal	ڤرتل
memertal	ممرتل
pertalan	ڤرتلن
pertala	ڤرتالا
pertama	ڤرتام
dipertamakan	دڤرتاماکن
pertama-tama	ڤرتاما-تام
pertanda	ڤرتندا
pertang	ڤرتڠ
pertiwi	ڤرتيوي
pertua	ڤرتوا
pertun	ڤرتون
pertusis	ڤرتوسيس
peruak	ڤرواق
peruan	ڤروان
peruang	ڤرواڠ
peruk	ڤروق
diperuk	دڤروق
memeruk	ممروق
terperuk	ترڤروق
perum	ڤروم
memerum	ممروم
perumpung	ڤرومڤوڠ
perun	ڤرون
diperun	دڤرون
memerun	ممرون
pemerunan	ڤمرونن
perundung	ڤروندوڠ
perunggu	ڤروڠݢو
perungus	ڤروڠوس
perunjung	ڤرونجوڠ
seperunjung	سڤرونجوڠ
seperunjungan	سڤرونجوڠن
perupuk	ڤروڤوق
peruput	ڤروڤوت
perus	ڤروس
perusa	ڤروسا
memerusa	ممروسا
perusah	ڤروسه
perusat	ڤروست
perusi	ڤروسي
perut	ڤروت
berperut	برڤروت
diperuti	دڤروتي
memeruti	ممروتي
seperut	سڤروت
perutak	ڤروتق
perversi	ڤرۏرسي
perwai	ڤرواي
perwara	ڤروارا
perwatin	ڤرواتين
perwawai	ڤرواواي
perwira	ڤرويرا
keperwiraan	کڤرويراءن
pes	ڤيس
pesa	ڤسا
pesai	ڤساي
berpesai-pesai	برڤساي-ڤساي
pesak	ڤسق
pesak	ڤيسق
berpesak	برڤيسق
pesam	ڤسم
dipesamkan	دڤسمکن
memesamkan	ممسمکن
pesan	ڤسن
berpesan	برڤسن
dipesan	دڤسن
dipesani	دڤسني
memesan	ممسن
memesani	ممسني
memesankan	ممسنکن
pemesan	ڤمسن
pemesanan	ڤمسنن
pesanan	ڤسنن
pesan-pesan	ڤسن٢
